timestamp,latitude,longitude,altitude,speed,course,hacc
"1653471647000",45.47827,9.2269,162.589,0.523,185.475,"4"
"1653471648000",45.47827,9.2269,162.496,0.489,187.891,"4"
"1653471649000",45.47826,9.2269,162.311,0.447,168.778,"4"
"1653471650000",45.47826,9.2269,162.301,0.514,149.6,"4"
"1653471651000",45.47825,9.2269,162.382,0.42,160.019,"4"
"1653471652000",45.47824,9.2269,162.302,0.4,177.13,"4"
"1653471653000",45.47824,9.2269,162.348,0.446,160.066,"4"
"1653471654000",45.47823,9.22691,162.477,0.351,160.066,"4"
"1653471655000",45.47823,9.22691,162.694,0.283,160.066,"4"
"1653471656000",45.47822,9.22691,162.809,0.199,160.066,"4"
"1653471657000",45.47822,9.22691,163.166,0.019,160.066,"4"
"1653471658000",45.47822,9.22691,163.229,0.181,160.066,"4"
"1653471659000",45.47822,9.2269,163.255,0.343,309.987,"4"
"1653471660000",45.47823,9.22689,163.194,0.259,309.987,"4"
"1653471661000",45.47823,9.22687,163.094,0.284,268.266,"4"
"1653471662000",45.47823,9.22685,163.036,0.405,281.767,"4"
"1653471663000",45.47823,9.22684,162.936,0.463,284.981,"4"
"1653471664000",45.47823,9.22683,162.882,0.42,297.664,"4"
"1653471665000",45.47823,9.22682,162.893,0.296,297.664,"4"
"1653471666000",45.47822,9.22681,163.076,0.276,297.664,"4"
"1653471667000",45.47822,9.22681,163.123,0.228,297.664,"4"
"1653471668000",45.47822,9.2268,163.627,0.183,297.664,"4"
"1653471669000",45.47821,9.22681,163.636,0.406,169.287,"4"
"1653471670000",45.4782,9.22681,163.706,0.547,189.687,"4"
"1653471671000",45.47819,9.22681,163.636,0.57,198.659,"4"
"1653471672000",45.47818,9.22681,163.59,0.618,160.412,"4"
"1653471673000",45.47817,9.22682,163.645,0.637,171.156,"4"
"1653471674000",45.47816,9.22682,163.554,0.614,172.402,"4"
"1653471675000",45.47816,9.22681,163.496,0.597,190.014,"4"
"1653471676000",45.47815,9.22681,163.575,0.601,183.059,"4"
"1653471677000",45.47814,9.22681,163.687,0.596,181.768,"4"
"1653471678000",45.47813,9.22681,163.79,0.597,171.711,"4"
"1653471679000",45.47812,9.22681,163.682,0.605,182.563,"4"
"1653471680000",45.47812,9.22681,163.622,0.509,182.833,"4"
"1653471681000",45.47811,9.22681,163.537,0.559,188.734,"4"
"1653471682000",45.4781,9.22681,163.572,0.65,184.959,"4"
"1653471683000",45.4781,9.22681,163.634,0.611,177.043,"4"
"1653471684000",45.47809,9.2268,163.63,0.612,175.454,"4"
"1653471685000",45.47809,9.2268,163.489,0.592,186.368,"4"
"1653471686000",45.47807,9.2268,163.443,0.601,177.867,"4"
"1653471687000",45.47807,9.2268,163.412,0.616,182.195,"4"
"1653471688000",45.47806,9.2268,163.581,0.619,192.327,"4"
"1653471689000",45.47805,9.2268,163.562,0.615,186.199,"4"
