ID,Time,un,Fix_amb,SV,Moving,Phase,carr,x,y,z,a,b,c,layer,path
4560525_08293300,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517693.5506,5036030.3247,160.2045,0.0049,0.008,0.0094,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08293400,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517694.1436,5036030.3979,160.2169,0.0089,0.0145,0.017,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08293500,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517694.7435,5036030.4525,160.2158,0.0159,0.0259,0.0304,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08293600,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517695.3131,5036030.5206,160.2271,0.0172,0.0279,0.0328,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08293700,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517695.9314,5036030.5999,160.2032,0.0278,0.0452,0.0531,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08293800,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517696.4963,5036030.5747,160.2865,0.0055,0.0074,0.0092,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08293900,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517697.1142,5036030.6701,160.3124,0.0123,0.0165,0.0206,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08294000,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517697.6736,5036030.735,160.3067,0.0018,0.0025,0.0031,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08294100,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517698.3038,5036030.8314,160.287,0.004,0.0054,0.0067,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08294200,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517698.9223,5036030.8855,160.295,0.0059,0.008,0.0099,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08294300,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517699.5021,5036030.9203,160.3077,0.007,0.0095,0.0118,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08294400,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517700.0459,5036031.0377,160.3353,0.0093,0.0147,0.0174,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08294500,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517700.5566,5036031.0766,160.3503,0.0068,0.0107,0.0127,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08294600,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517701.1261,5036031.177,160.3691,0.0093,0.0147,0.0174,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08294700,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517701.7375,5036031.2679,160.3439,0.0066,0.0104,0.0123,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08294800,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517702.2951,5036031.3575,160.3662,0.0038,0.006,0.0071,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08294900,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517702.9475,5036031.4737,160.3817,0.0047,0.0074,0.0087,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08295000,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517703.5619,5036031.5835,160.3902,0.0049,0.0077,0.0091,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08295100,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517704.1578,5036031.7518,160.406,0.003,0.0047,0.0055,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08295200,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517704.8138,5036031.9272,160.4033,0.0024,0.0038,0.0045,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08295300,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517705.4636,5036032.12,160.4141,0.0027,0.0043,0.0051,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08295400,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517706.0914,5036032.3341,160.4178,0.0029,0.0046,0.0055,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08295500,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517706.7382,5036032.4935,160.4117,0.0033,0.0052,0.0062,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08295600,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517707.266,5036032.6767,160.4221,0.0039,0.0062,0.0073,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08295700,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517707.7762,5036032.9385,160.4448,0.0026,0.004,0.0048,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08295800,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517708.3153,5036033.0984,160.4468,0.0035,0.0055,0.0065,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08295900,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517708.9075,5036033.3491,160.4501,0.003,0.0047,0.0056,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08300000,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517709.5365,5036033.5617,160.4683,0.0047,0.0075,0.0088,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08300100,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517710.1274,5036033.7886,160.4654,0.0065,0.0102,0.0121,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08300200,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517710.6955,5036034.0589,160.4671,0.003,0.0048,0.0056,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08300300,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517711.299,5036034.3064,160.484,0.0082,0.0129,0.0153,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08300400,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517711.8658,5036034.4963,160.504,0.0056,0.0088,0.0105,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08300500,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517712.4281,5036034.7517,160.4953,0.0061,0.0096,0.0114,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08300600,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517712.9722,5036034.9909,160.5131,0.0069,0.0109,0.0129,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08300700,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517713.5621,5036035.2807,160.5336,0.0097,0.0154,0.0182,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08300800,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517714.0886,5036035.5709,160.5475,0.0096,0.0151,0.0179,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08300900,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517714.6921,5036035.8913,160.5328,0.003,0.0043,0.0053,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08301000,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517715.3148,5036036.2156,160.5479,0.0021,0.003,0.0037,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08301100,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517715.9223,5036036.5251,160.5469,0.0029,0.0041,0.005,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08301200,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517716.4375,5036036.8434,160.5877,0.0038,0.0054,0.0066,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08301300,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517716.9876,5036037.135,160.5915,0.0043,0.0061,0.0075,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08301400,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517717.5627,5036037.5051,160.5771,0.0029,0.0046,0.0055,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08301500,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517718.1393,5036037.8573,160.5944,0.0042,0.0066,0.0078,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08301600,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517718.651,5036038.1846,160.6202,0.0028,0.0045,0.0053,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08301700,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517719.1811,5036038.6043,160.6166,0.0033,0.0054,0.0063,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08301800,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517719.7489,5036038.9853,160.6218,0.0041,0.0066,0.0078,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08301900,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517720.2984,5036039.3637,160.6412,0.0034,0.0055,0.0064,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08302000,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517720.814,5036039.7879,160.6332,0.0035,0.0057,0.0067,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08302100,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517721.3514,5036040.1476,160.6543,0.0026,0.0042,0.005,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08302200,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517721.8385,5036040.4966,160.6689,0.0023,0.0038,0.0044,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08302300,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517722.226,5036041.0481,160.6784,0.0047,0.0075,0.0089,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08302400,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517722.6444,5036041.6863,160.6704,0.0029,0.0046,0.0054,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08302500,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517722.9659,5036042.3134,160.682,0.002,0.0032,0.0037,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08302600,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517723.2271,5036042.9098,160.6846,0.0022,0.0036,0.0042,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08302700,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517723.5221,5036043.5537,160.679,0.0031,0.0051,0.006,g1-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
