ID,Time,un,Fix_amb,SV,Moving,Phase,carr,x,y,z,a,b,c,layer,path
4560525_08415000,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517732.7316,5036076.1944,160.8076,0.0025,0.0042,0.005,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08415100,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517732.7015,5036075.561,160.7954,0.0091,0.0151,0.0176,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08415200,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517732.6359,5036074.8893,160.8042,0.0035,0.0058,0.0068,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08415300,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517732.5175,5036074.1683,160.7733,0.0039,0.0065,0.0076,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08415400,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517732.3653,5036073.4433,160.8038,0.0042,0.007,0.0082,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08415500,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517732.2787,5036072.682,160.7839,0.0028,0.0046,0.0054,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08415600,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517732.2199,5036071.9377,160.8097,0.0097,0.0141,0.0171,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08415700,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517732.0654,5036071.1767,160.8106,0.0076,0.011,0.0133,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08415800,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517731.9295,5036070.3567,160.803,0.0064,0.0093,0.0113,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08415900,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517731.8088,5036069.6116,160.7959,0.0072,0.0104,0.0127,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08420000,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517731.6787,5036068.828,160.7791,0.0128,0.0185,0.0225,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08420100,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517731.598,5036067.9716,160.8074,0.0084,0.0121,0.0147,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08420200,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517731.3943,5036067.2182,160.7841,0.0056,0.0082,0.01,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08420300,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517731.2151,5036066.4278,160.7541,0.0034,0.0049,0.006,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08420400,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517731.065,5036065.6887,160.7714,0.0045,0.0047,0.0065,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08420500,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517730.9267,5036064.8814,160.7447,0.0049,0.0051,0.007,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08420600,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517730.8097,5036064.0715,160.7498,0.0042,0.0044,0.006,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08420700,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517730.6373,5036063.302,160.7435,0.0045,0.0047,0.0066,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08420800,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517730.4036,5036062.5479,160.7575,0.0042,0.0047,0.0063,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08420900,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517730.2522,5036061.7675,160.7348,0.0035,0.004,0.0053,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08421000,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517730.0811,5036061.0623,160.695,0.0049,0.0056,0.0074,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08421100,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517729.9454,5036060.2687,160.7379,0.0047,0.0053,0.007,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08421200,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517729.7156,5036059.5356,160.7203,0.0056,0.0063,0.0085,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08421300,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517729.5263,5036058.7645,160.7338,0.0047,0.0053,0.0071,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08421400,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517729.3962,5036058.0321,160.7003,0.003,0.0034,0.0046,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08421500,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517729.2281,5036057.257,160.699,0.0049,0.0055,0.0074,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08421600,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517729.0542,5036056.5002,160.7005,0.0047,0.0053,0.007,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08421700,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517728.792,5036055.8395,160.6879,0.0051,0.0058,0.0077,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08421800,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517728.5593,5036055.1004,160.708,0.0038,0.0043,0.0058,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08421900,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517728.3389,5036054.3118,160.6834,0.0046,0.0051,0.0069,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08422000,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517728.0565,5036053.6002,160.697,0.0049,0.0055,0.0073,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08422100,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517727.7333,5036052.8443,160.6721,0.0035,0.0039,0.0053,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08422200,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517727.4462,5036052.1244,160.6752,0.004,0.0045,0.006,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08422300,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517727.2168,5036051.4382,160.6809,0.0044,0.005,0.0067,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08422400,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517726.9864,5036050.7641,160.6698,0.0045,0.005,0.0067,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08422500,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517726.6991,5036050.1237,160.6719,0.0048,0.0053,0.0072,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08422600,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517726.3453,5036049.5109,160.6576,0.0041,0.0058,0.0071,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08422700,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517726.0883,5036048.8247,160.6608,0.0049,0.0069,0.0084,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08422800,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517725.8081,5036048.1621,160.6602,0.0037,0.0053,0.0065,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08422900,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517725.5008,5036047.5107,160.666,0.0023,0.0032,0.0039,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08423000,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517725.1702,5036046.789,160.6531,0.0029,0.0042,0.0051,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08423100,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517724.8215,5036046.1297,160.666,0.003,0.0043,0.0052,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08423200,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517724.5015,5036045.4123,160.6564,0.0046,0.0066,0.008,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08423300,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517724.1989,5036044.6959,160.6485,0.0033,0.0046,0.0057,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08423400,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517723.8173,5036043.9907,160.6579,0.0039,0.0056,0.0068,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08423500,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517723.4727,5036043.2807,160.6373,0.0032,0.0045,0.0055,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08423600,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517723.094,5036042.5765,160.6592,0.0032,0.0045,0.0055,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08423700,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517722.7066,5036041.8458,160.6111,0.0031,0.0045,0.0054,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08423800,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517722.3343,5036041.1296,160.6329,0.0018,0.0025,0.0031,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08423900,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517721.8028,5036040.5497,160.6333,0.0035,0.005,0.0061,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08424000,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517721.204,5036040.0005,160.6174,0.0055,0.0077,0.0095,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08424100,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517720.6175,5036039.5016,160.6212,0.0028,0.004,0.0049,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08424200,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517720.0009,5036039.0536,160.597,0.0057,0.008,0.0099,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08424300,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517719.3658,5036038.6563,160.6094,0.0032,0.0046,0.0056,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4560525_08424400,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517718.7131,5036038.3013,160.5973,0.0042,0.006,0.0074,g1-s2,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g1-s2.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
